Time,Open,High,Low,Close,Volume
2023-01-01 07:45:00,16525.59,16532.37,16520.67,16526.19,921.80242
2023-01-01 08:00:00,16525.7,16534.03,16516.78,16518.19,1154.72646
2023-01-01 08:15:00,16518.19,16525.88,16513.24,16523.23,991.67781
2023-01-01 08:30:00,16522.83,16527.11,16509.3,16510.68,1045.51261
2023-01-01 08:45:00,16510.68,16517.35,16508.45,16513.34,1080.00335
2023-01-01 09:00:00,16513.33,16515.23,16505.2,16514.75,1004.21866
2023-01-01 09:15:00,16515.11,16522.63,16511.96,16514.23,999.24874
2023-01-01 09:30:00,16514.64,16533.12,16514.22,16531.85,883.55127
2023-01-01 09:45:00,16531.85,16542.49,16525.62,16537.88,1213.73182
2023-01-01 10:00:00,16538.32,16543.14,16533.42,16542.85,1179.05514
2023-01-01 10:15:00,16542.6,16547.38,16539.98,16544.07,801.48739
2023-01-01 10:30:00,16543.69,16544.75,16533.79,16539.58,970.78802
2023-01-01 10:45:00,16539.83,16548.71,16538.12,16548.34,852.43561
2023-01-01 11:00:00,16547.98,16552.67,16545.05,16547.92,1003.6487
2023-01-01 11:15:00,16547.56,16547.96,16540.2,16544.56,825.55748
2023-01-01 11:30:00,16544.56,16552.03,16542.14,16550.95,922.90734
2023-01-01 11:45:00,16550.59,16557.0,16547.51,16556.66,987.41661
2023-01-01 12:00:00,16556.66,16572.42,16548.58,16564.36,1460.27557
2023-01-01 12:15:00,16564.37,16570.06,16557.08,16564.27,1103.00695
2023-01-01 12:30:00,16564.06,16572.94,16555.0,16556.92,834.0221
2023-01-01 12:45:00,16556.92,16562.99,16555.2,16560.93,753.18102
2023-01-01 13:00:00,16561.29,16567.26,16550.36,16554.25,1145.15541
2023-01-01 13:15:00,16554.24,16555.38,16541.27,16550.92,1042.74296
2023-01-01 13:30:00,16550.92,16552.0,16539.05,16542.55,1412.34854
2023-01-01 13:45:00,16542.55,16549.04,16539.9,16548.04,779.43512
2023-01-01 14:00:00,16547.61,16554.63,16545.34,16553.11,981.49152
2023-01-01 14:15:00,16553.56,16558.19,16552.59,16556.53,650.21299
2023-01-01 14:30:00,16556.15,16558.56,16546.83,16548.0,700.31519
2023-01-01 14:45:00,16547.67,16552.98,16540.85,16542.94,962.97123
2023-01-01 15:00:00,16542.94,16549.78,16542.45,16549.57,751.45334
2023-01-01 15:15:00,16549.57,16549.66,16533.68,16542.89,1016.16476
2023-01-01 15:30:00,16543.28,16549.14,16542.0,16548.82,541.99361
2023-01-01 15:45:00,16549.13,16559.99,16545.02,16558.73,911.32065
2023-01-01 16:00:00,16558.73,16584.66,16558.0,16562.45,1739.58452
2023-01-01 16:15:00,16562.45,16579.46,16562.45,16577.68,1172.9141
2023-01-01 16:30:00,16578.16,16584.3,16559.56,16566.21,1153.73058
2023-01-01 16:45:00,16565.74,16573.6,16561.32,16565.14,895.90315
2023-01-01 17:00:00,16565.13,16572.0,16562.51,16570.23,919.09833
2023-01-01 17:15:00,16570.23,16596.64,16569.13,16582.65,1938.04057
2023-01-01 17:30:00,16582.65,16589.52,16572.11,16584.08,969.40914
2023-01-01 17:45:00,16584.56,16586.5,16576.34,16578.85,887.8555
2023-01-01 18:00:00,16579.25,16603.89,16578.85,16593.29,1683.80908
2023-01-01 18:15:00,16592.74,16595.87,16587.02,16594.11,711.88361
2023-01-01 18:30:00,16593.68,16599.34,16589.52,16596.1,886.16464
2023-01-01 18:45:00,16596.1,16598.1,16586.2,16591.88,864.51512
2023-01-01 19:00:00,16591.35,16607.8,16591.34,16606.72,1096.28625
2023-01-01 19:15:00,16607.39,16623.65,16601.47,16618.35,1552.73965
2023-01-01 19:30:00,16617.84,16623.17,16610.0,16614.28,911.82605
2023-01-01 19:45:00,16614.28,16614.94,16592.76,16603.08,1148.88828
2023-01-01 20:00:00,16603.53,16612.21,16600.55,16607.96,1087.08031
2023-01-01 20:15:00,16607.96,16628.0,16607.91,16616.08,1221.01153
2023-01-01 20:30:00,16616.08,16624.19,16607.93,16609.34,962.29916
2023-01-01 20:45:00,16609.89,16614.25,16601.04,16604.51,918.66218
2023-01-01 21:00:00,16604.51,16608.31,16592.63,16596.03,1190.96513
2023-01-01 21:15:00,16595.56,16605.47,16595.44,16601.35,737.28622
2023-01-01 21:30:00,16601.8,16605.52,16596.99,16600.96,849.50486
2023-01-01 21:45:00,16601.33,16608.83,16600.0,16606.68,879.02183
2023-01-01 22:00:00,16607.02,16613.85,16595.73,16597.67,976.62995
2023-01-01 22:15:00,16597.67,16600.99,16586.24,16595.55,908.82133
2023-01-01 22:30:00,16595.55,16600.62,16592.24,16599.89,860.31195
2023-01-01 22:45:00,16600.26,16602.97,16593.03,16602.12,944.43338
2023-01-01 23:00:00,16602.39,16625.0,16600.8,16617.96,1034.88397
2023-01-01 23:15:00,16617.71,16621.97,16604.65,16608.6,843.34258
2023-01-01 23:30:00,16608.0,16619.2,16602.61,16609.04,1148.9901
2023-01-01 23:45:00,16608.57,16621.44,16603.31,16616.75,819.3983
2023-01-02 00:00:00,16617.17,16629.05,16610.03,16612.62,1175.88274
2023-01-02 00:15:00,16612.62,16614.43,16587.82,16588.45,1134.34265
2023-01-02 00:30:00,16588.45,16599.35,16584.41,16593.31,1131.65319
2023-01-02 00:45:00,16593.32,16594.47,16581.25,16588.35,885.1909
2023-01-02 01:00:00,16587.97,16589.2,16553.25,16567.52,2744.24252
2023-01-02 01:15:00,16567.52,16570.0,16548.7,16568.83,1606.99429
2023-01-02 01:30:00,16568.34,16574.87,16563.04,16570.24,790.92915
2023-01-02 01:45:00,16569.84,16571.91,16564.31,16565.04,649.68847
2023-01-02 02:00:00,16565.03,16577.48,16555.0,16576.28,1033.65575
2023-01-02 02:15:00,16576.28,16580.31,16573.64,16577.35,761.08144
2023-01-02 02:30:00,16577.27,16579.78,16575.0,16578.79,584.85166
2023-01-02 02:45:00,16578.79,16595.92,16578.53,16587.85,770.82686
2023-01-02 03:00:00,16587.99,16594.99,16586.56,16589.38,627.35161
2023-01-02 03:15:00,16589.63,16592.0,16581.8,16584.06,713.45906
2023-01-02 03:30:00,16583.83,16611.0,16583.22,16606.97,1136.30874
2023-01-02 03:45:00,16607.06,16707.25,16602.23,16661.94,3717.01607
2023-01-02 04:00:00,16662.38,16674.84,16640.54,16645.92,1703.51204
2023-01-02 04:15:00,16646.04,16653.14,16633.54,16640.79,1358.53208
2023-01-02 04:30:00,16640.79,16650.56,16629.29,16634.04,1019.72885
2023-01-02 04:45:00,16633.93,16642.31,16630.6,16639.44,901.62148
2023-01-02 05:00:00,16639.74,16644.32,16622.54,16629.79,1060.97263
2023-01-02 05:15:00,16630.07,16634.96,16619.44,16634.53,949.70443
2023-01-02 05:30:00,16634.53,16657.14,16622.91,16655.57,1685.16651
2023-01-02 05:45:00,16655.92,16662.94,16645.35,16647.58,1280.94045
2023-01-02 06:00:00,16648.37,16663.27,16647.9,16651.76,861.6879
2023-01-02 06:15:00,16651.44,16661.15,16647.38,16647.91,714.44379
2023-01-02 06:30:00,16648.24,16649.03,16635.93,16640.65,984.78259
2023-01-02 06:45:00,16640.98,16642.31,16636.47,16641.1,649.70346
2023-01-02 07:00:00,16641.1,16700.0,16637.44,16696.68,1801.80486
2023-01-02 07:15:00,16696.69,16769.51,16678.55,16735.58,6021.96506
2023-01-02 07:30:00,16735.87,16760.69,16716.0,16738.51,2978.508
2023-01-02 07:45:00,16737.94,16746.62,16717.53,16721.28,2053.80765
2023-01-02 08:00:00,16721.27,16752.61,16707.52,16747.16,2215.49756
2023-01-02 08:15:00,16747.16,16772.01,16731.95,16738.48,2153.02729
2023-01-02 08:30:00,16738.93,16756.64,16731.55,16742.46,1369.68895
2023-01-02 08:45:00,16741.96,16749.2,16724.85,16733.71,1342.59746
2023-01-02 09:00:00,16733.71,16745.68,16720.0,16722.36,1632.04543
2023-01-02 09:15:00,16723.07,16740.0,16720.0,16723.37,1187.62674
2023-01-02 09:30:00,16723.77,16736.59,16710.54,16725.47,1467.83237
2023-01-02 09:45:00,16725.47,16726.19,16712.15,16717.5,1311.70442
2023-01-02 10:00:00,16717.5,16762.86,16708.68,16742.05,2318.15204
2023-01-02 10:15:00,16742.04,16744.43,16723.64,16732.41,1489.93507
2023-01-02 10:30:00,16732.41,16742.31,16722.15,16722.72,1225.3883
2023-01-02 10:45:00,16722.72,16734.8,16722.72,16727.95,859.10164
2023-01-02 11:00:00,16727.72,16732.7,16721.54,16726.02,1013.22161
2023-01-02 11:15:00,16726.02,16728.36,16716.52,16718.59,1105.56664
2023-01-02 11:30:00,16718.56,16732.71,16704.07,16728.21,1654.13342
2023-01-02 11:45:00,16728.21,16741.72,16728.1,16735.11,922.42225
2023-01-02 12:00:00,16735.51,16744.8,16730.04,16739.31,1116.38012
2023-01-02 12:15:00,16738.9,16746.29,16733.53,16737.28,1066.9425
2023-01-02 12:30:00,16737.28,16739.32,16723.59,16724.25,1021.55505
2023-01-02 12:45:00,16724.25,16729.92,16719.3,16721.54,1057.12596
2023-01-02 13:00:00,16721.96,16725.6,16712.6,16717.97,1218.47442
2023-01-02 13:15:00,16718.03,16720.31,16714.29,16718.34,914.54325
2023-01-02 13:30:00,16718.34,16721.6,16685.0,16689.78,2296.87853
2023-01-02 13:45:00,16689.78,16706.62,16689.62,16694.78,1168.40086
2023-01-02 14:00:00,16695.12,16710.11,16694.26,16705.59,1296.26495
2023-01-02 14:15:00,16705.62,16710.41,16689.99,16690.42,1256.23114
2023-01-02 14:30:00,16690.42,16703.93,16669.15,16702.56,2090.68934
2023-01-02 14:45:00,16702.57,16703.0,16695.3,16698.69,817.16532
2023-01-02 15:00:00,16698.69,16710.0,16692.01,16708.22,1233.64536
2023-01-02 15:15:00,16708.22,16724.99,16706.8,16717.14,1912.93619
2023-01-02 15:30:00,16716.73,16750.0,16715.89,16742.54,1802.16627
2023-01-02 15:45:00,16742.54,16744.9,16724.5,16734.66,1477.81565
2023-01-02 16:00:00,16734.66,16739.64,16718.79,16734.81,1111.84531
2023-01-02 16:15:00,16734.81,16737.51,16729.85,16731.9,684.49302
2023-01-02 16:30:00,16731.56,16738.55,16729.43,16732.7,771.45814
2023-01-02 16:45:00,16732.7,16735.1,16708.23,16710.88,1293.22363
2023-01-02 17:00:00,16710.69,16716.66,16707.12,16711.0,1011.86477
2023-01-02 17:15:00,16710.76,16718.35,16708.9,16718.26,722.58088
2023-01-02 17:30:00,16717.93,16723.0,16711.43,16712.86,788.35291
2023-01-02 17:45:00,16712.86,16717.09,16711.23,16715.42,513.11637
2023-01-02 18:00:00,16715.42,16716.99,16707.59,16709.41,574.62211
2023-01-02 18:15:00,16709.1,16716.5,16707.96,16711.8,636.09131
2023-01-02 18:30:00,16711.8,16714.0,16707.47,16709.6,517.82113
2023-01-02 18:45:00,16709.6,16731.71,16709.09,16723.81,1082.15945
2023-01-02 19:00:00,16723.64,16727.92,16721.05,16722.95,517.87822
2023-01-02 19:15:00,16723.07,16728.75,16715.88,16717.02,591.00318
2023-01-02 19:30:00,16717.02,16724.73,16716.94,16723.16,476.31485
2023-01-02 19:45:00,16723.39,16738.22,16721.94,16737.56,1021.91125
2023-01-02 20:00:00,16737.56,16738.23,16709.29,16720.89,1103.70045
2023-01-02 20:15:00,16721.17,16732.42,16716.28,16729.44,575.07579
2023-01-02 20:30:00,16729.82,16732.95,16719.72,16732.01,630.23276
2023-01-02 20:45:00,16732.27,16734.0,16724.96,16728.52,572.52998
2023-01-02 21:00:00,16728.52,16735.82,16720.2,16727.59,906.29063
2023-01-02 21:15:00,16727.59,16730.47,16723.98,16727.83,492.21783
2023-01-02 21:30:00,16727.65,16735.75,16718.41,16731.97,656.95483
2023-01-02 21:45:00,16732.11,16799.23,16730.58,16757.76,1715.61585
2023-01-02 22:00:00,16757.76,16763.78,16734.15,16754.72,1170.46025
2023-01-02 22:15:00,16755.0,16758.0,16724.08,16725.97,761.88445
2023-01-02 22:30:00,16725.64,16728.66,16693.79,16710.52,1534.58069
2023-01-02 22:45:00,16710.09,16715.96,16690.18,16698.4,2142.22561
2023-01-02 23:00:00,16698.4,16722.98,16686.0,16714.23,2434.2966
2023-01-02 23:15:00,16713.8,16717.5,16705.7,16710.46,1066.45118
2023-01-02 23:30:00,16709.99,16713.78,16693.2,16701.33,1178.54803
2023-01-02 23:45:00,16701.09,16702.64,16660.51,16672.87,2127.25747
2023-01-03 00:00:00,16672.78,16687.97,16647.81,16686.64,2163.35817
2023-01-03 00:15:00,16686.2,16693.0,16677.09,16682.79,1135.47626
2023-01-03 00:30:00,16682.79,16706.14,16680.4,16703.58,1184.70715
2023-01-03 00:45:00,16703.58,16704.88,16688.1,16695.59,1201.07325
2023-01-03 01:00:00,16695.59,16696.04,16673.53,16679.05,1483.14961
2023-01-03 01:15:00,16679.05,16683.16,16651.42,16660.27,1680.8947
2023-01-03 01:30:00,16660.27,16681.75,16655.74,16671.07,1370.5982
2023-01-03 01:45:00,16671.52,16681.28,16664.25,16677.6,1071.56519
2023-01-03 02:00:00,16677.6,16688.53,16671.6,16687.52,1141.53612
2023-01-03 02:15:00,16687.93,16687.93,16674.23,16675.5,901.35051
2023-01-03 02:30:00,16675.5,16685.37,16673.35,16683.86,1028.37809
2023-01-03 02:45:00,16683.3,16684.2,16671.84,16674.03,1145.97012
2023-01-03 03:00:00,16674.04,16680.85,16666.91,16670.94,1245.17834
2023-01-03 03:15:00,16670.54,16692.31,16668.25,16685.26,1252.12841
2023-01-03 03:30:00,16685.66,16700.28,16683.79,16690.57,1298.36746
2023-01-03 03:45:00,16690.32,16695.15,16688.39,16691.81,879.72438
2023-01-03 04:00:00,16691.81,16698.83,16689.02,16697.53,879.7135
2023-01-03 04:15:00,16697.18,16699.63,16686.8,16693.03,943.06672
2023-01-03 04:30:00,16693.02,16694.99,16685.78,16687.96,841.44438
2023-01-03 04:45:00,16687.96,16693.0,16681.79,16685.64,927.14358
2023-01-03 05:00:00,16685.21,16698.99,16683.31,16698.51,958.1069
2023-01-03 05:15:00,16698.51,16707.0,16690.04,16693.55,1289.62005
2023-01-03 05:30:00,16693.54,16714.9,16691.91,16708.98,1406.8493
2023-01-03 05:45:00,16708.98,16727.72,16708.7,16725.5,1560.01833
2023-01-03 06:00:00,16725.5,16759.0,16724.42,16736.79,2311.81401
2023-01-03 06:15:00,16736.79,16760.42,16736.39,16759.25,1470.29719
2023-01-03 06:30:00,16759.25,16778.4,16730.41,16735.74,1961.41079
2023-01-03 06:45:00,16735.29,16736.12,16722.31,16727.58,1379.8822
2023-01-03 07:00:00,16727.58,16728.33,16719.27,16727.7,1380.72286
2023-01-03 07:15:00,16727.7,16731.83,16711.53,16716.18,1394.50225
2023-01-03 07:30:00,16715.81,16723.0,16707.57,16719.54,1393.27595
2023-01-03 07:45:00,16719.94,16732.64,16718.63,16729.74,1336.47532
2023-01-03 08:00:00,16730.15,16735.84,16714.73,16717.62,1675.9714
2023-01-03 08:15:00,16717.29,16721.59,16709.27,16719.53,1591.34638
2023-01-03 08:30:00,16719.9,16720.75,16698.15,16703.53,2015.66716
2023-01-03 08:45:00,16703.53,16721.41,16702.1,16715.22,1777.76675
2023-01-03 09:00:00,16714.77,16728.99,16714.0,16727.52,1514.44853
2023-01-03 09:15:00,16727.82,16735.64,16723.9,16727.38,1669.79678
2023-01-03 09:30:00,16727.54,16749.25,16727.31,16744.85,1672.74499
2023-01-03 09:45:00,16744.85,16766.0,16734.33,16741.31,2120.91635
2023-01-03 10:00:00,16741.22,16749.1,16731.58,16733.57,1638.54793
2023-01-03 10:15:00,16733.57,16739.2,16730.07,16735.88,1446.56928
2023-01-03 10:30:00,16735.53,16740.05,16730.55,16738.09,1219.97845
2023-01-03 10:45:00,16737.71,16741.94,16721.89,16724.32,1334.95224
2023-01-03 11:00:00,16724.0,16731.24,16723.6,16727.23,1302.08604
2023-01-03 11:15:00,16726.89,16729.0,16722.61,16727.29,1178.01478
2023-01-03 11:30:00,16727.29,16737.58,16714.86,16717.24,1692.81079
2023-01-03 11:45:00,16717.24,16726.85,16709.87,16721.03,1724.54591
2023-01-03 12:00:00,16721.42,16724.69,16716.48,16718.85,1579.81901
2023-01-03 12:15:00,16718.85,16728.02,16710.38,16718.98,1673.58447
2023-01-03 12:30:00,16718.98,16726.32,16717.14,16722.82,1322.1628
2023-01-03 12:45:00,16723.19,16725.09,16703.0,16710.85,1891.0696
2023-01-03 13:00:00,16710.85,16734.57,16709.41,16721.89,2535.0565
2023-01-03 13:15:00,16721.63,16734.89,16715.54,16718.44,1664.4196
2023-01-03 13:30:00,16718.7,16730.0,16716.6,16725.2,1391.9419
2023-01-03 13:45:00,16725.15,16739.93,16721.0,16725.53,1975.92393
2023-01-03 14:00:00,16725.53,16746.84,16722.81,16744.93,2346.85311
2023-01-03 14:15:00,16744.49,16747.89,16731.07,16742.3,2000.46876
2023-01-03 14:30:00,16742.79,16773.0,16727.08,16755.4,4754.54045
2023-01-03 14:45:00,16754.53,16763.78,16631.95,16661.23,6568.20534
2023-01-03 15:00:00,16662.08,16683.45,16651.66,16661.28,3727.86296
2023-01-03 15:15:00,16661.28,16671.5,16620.8,16647.29,3854.57646
2023-01-03 15:30:00,16647.3,16657.41,16617.79,16651.52,2560.14309
2023-01-03 15:45:00,16652.08,16681.26,16648.53,16676.94,2285.15584
2023-01-03 16:00:00,16677.54,16688.2,16646.45,16650.72,2813.68751
2023-01-03 16:15:00,16650.2,16665.56,16633.07,16652.47,2631.59653
2023-01-03 16:30:00,16653.16,16665.47,16628.76,16650.82,2263.33565
2023-01-03 16:45:00,16651.41,16652.2,16611.3,16622.58,2564.9492
2023-01-03 17:00:00,16621.93,16644.0,16615.01,16639.24,1914.62204
2023-01-03 17:15:00,16639.23,16642.12,16620.23,16625.38,1573.32875
2023-01-03 17:30:00,16625.38,16639.9,16617.32,16617.84,1430.36826
2023-01-03 17:45:00,16617.39,16634.0,16605.28,16633.65,1867.45159
2023-01-03 18:00:00,16633.15,16643.98,16626.8,16634.35,1407.25982
2023-01-03 18:15:00,16633.89,16653.53,16630.0,16651.22,1561.67308
2023-01-03 18:30:00,16651.22,16653.48,16642.0,16645.86,1360.37837
2023-01-03 18:45:00,16646.5,16651.28,16636.0,16645.08,1369.64811
2023-01-03 19:00:00,16644.51,16648.43,16622.41,16632.47,1757.25709
2023-01-03 19:15:00,16632.47,16645.63,16628.01,16634.27,1401.08
2023-01-03 19:30:00,16634.27,16644.14,16624.81,16639.91,1474.87698
2023-01-03 19:45:00,16639.91,16657.54,16639.0,16643.37,2127.61977
2023-01-03 20:00:00,16643.77,16680.44,16640.4,16663.56,2615.43052
2023-01-03 20:15:00,16663.82,16673.08,16650.07,16659.61,1605.12759
2023-01-03 20:30:00,16659.61,16671.37,16657.11,16658.47,1375.17123
2023-01-03 20:45:00,16658.47,16666.75,16650.36,16661.37,1457.3319
2023-01-03 21:00:00,16661.37,16666.62,16658.36,16665.36,1024.73014
2023-01-03 21:15:00,16665.54,16671.3,16662.94,16668.48,1235.95594
2023-01-03 21:30:00,16668.83,16685.73,16660.76,16671.12,1264.85667
2023-01-03 21:45:00,16671.46,16674.5,16662.16,16664.63,1063.40869
2023-01-03 22:00:00,16664.44,16669.0,16650.28,16653.55,1010.94319
2023-01-03 22:15:00,16653.55,16663.14,16647.71,16662.27,869.1932
2023-01-03 22:30:00,16662.27,16670.6,16651.62,16657.66,906.89849
2023-01-03 22:45:00,16657.66,16680.37,16657.33,16677.11,1052.24645
2023-01-03 23:00:00,16677.11,16695.0,16670.71,16679.69,2469.68882
2023-01-03 23:15:00,16679.54,16685.34,16673.01,16676.96,1163.50025
2023-01-03 23:30:00,16676.96,16678.83,16667.16,16674.26,877.03329
2023-01-03 23:45:00,16674.26,16679.95,16673.07,16675.18,705.14134
2023-01-04 00:00:00,16675.65,16677.15,16663.05,16668.56,1167.1127
2023-01-04 00:15:00,16668.56,16676.32,16663.1,16675.14,1248.22359
2023-01-04 00:30:00,16675.14,16676.58,16656.76,16658.87,1338.43499
2023-01-04 00:45:00,16658.65,16663.74,16652.66,16660.53,1169.0089
2023-01-04 01:00:00,16660.53,16725.0,16657.68,16697.25,2734.06376
2023-01-04 01:15:00,16697.25,16737.23,16690.75,16711.5,3227.31795
2023-01-04 01:30:00,16711.5,16727.1,16695.68,16703.35,2017.54733
2023-01-04 01:45:00,16702.85,16711.58,16698.02,16701.97,1513.883
2023-01-04 02:00:00,16701.63,16726.94,16701.5,16712.78,1857.27827
2023-01-04 02:15:00,16712.78,16722.75,16709.04,16718.76,1593.69689
2023-01-04 02:30:00,16718.32,16754.52,16717.23,16741.74,3290.53082
2023-01-04 02:45:00,16741.74,16749.23,16728.33,16736.52,2441.18432
2023-01-04 03:00:00,16736.52,16850.75,16736.39,16836.8,8406.86638
2023-01-04 03:15:00,16836.16,16854.7,16794.72,16802.9,3386.67167
2023-01-04 03:30:00,16802.44,16831.41,16800.0,16815.0,2573.25462
2023-01-04 03:45:00,16815.52,16877.65,16811.05,16862.02,3939.49735
2023-01-04 04:00:00,16862.61,16910.98,16853.08,16859.11,4484.48941
2023-01-04 04:15:00,16859.11,16878.9,16850.16,16850.43,2299.89617
2023-01-04 04:30:00,16850.66,16878.28,16849.44,16872.38,1870.49678
2023-01-04 04:45:00,16872.38,16878.77,16858.21,16860.5,1500.88188
2023-01-04 05:00:00,16861.05,16867.22,16840.36,16843.93,1834.54082
2023-01-04 05:15:00,16843.93,16858.49,16842.65,16852.75,1509.38935
2023-01-04 05:30:00,16852.94,16854.4,16841.0,16842.32,1303.40061
2023-01-04 05:45:00,16842.31,16860.5,16841.01,16857.57,1420.56962
2023-01-04 06:00:00,16857.57,16865.2,16849.31,16851.07,1616.6767
2023-01-04 06:15:00,16851.08,16866.11,16850.08,16861.76,1625.9361
2023-01-04 06:30:00,16862.18,16865.0,16852.0,16860.15,1307.55688
2023-01-04 06:45:00,16860.58,16880.0,16857.7,16878.18,1764.1535
2023-01-04 07:00:00,16878.87,16891.27,16850.0,16871.38,2455.61499
2023-01-04 07:15:00,16871.38,16875.15,16851.94,16857.53,1471.76385
2023-01-04 07:30:00,16857.53,16877.49,16850.94,16875.87,1832.69462
2023-01-04 07:45:00,16875.87,16879.0,16855.07,16869.44,1972.19182
2023-01-04 08:00:00,16869.49,16893.36,16866.21,16881.34,2543.02239
2023-01-04 08:15:00,16881.85,16919.0,16838.65,16849.46,3815.90912
2023-01-04 08:30:00,16849.46,16869.25,16833.5,16854.36,2348.10754
2023-01-04 08:45:00,16854.86,16874.87,16853.13,16864.95,2040.10299
2023-01-04 09:00:00,16864.51,16869.7,16853.48,16857.45,1531.48311
2023-01-04 09:15:00,16857.76,16864.73,16850.0,16855.42,1581.05304
2023-01-04 09:30:00,16855.42,16861.0,16849.35,16860.09,1410.389
2023-01-04 09:45:00,16860.42,16864.67,16831.13,16844.91,2905.55071
2023-01-04 10:00:00,16844.69,16846.81,16835.0,16837.7,1526.2782
2023-01-04 10:15:00,16837.72,16847.0,16836.3,16845.1,1461.72855
2023-01-04 10:30:00,16845.11,16847.13,16832.1,16833.86,1534.68845
2023-01-04 10:45:00,16834.25,16848.06,16832.43,16844.92,1580.70201
2023-01-04 11:00:00,16845.3,16851.92,16838.65,16851.3,1699.67022
2023-01-04 11:15:00,16851.57,16854.0,16844.73,16847.78,1308.50283
2023-01-04 11:30:00,16847.78,16854.24,16846.56,16849.15,1314.0245
2023-01-04 11:45:00,16849.45,16849.67,16834.42,16835.35,1719.42738
2023-01-04 12:00:00,16835.35,16845.41,16825.41,16840.89,2062.6034
2023-01-04 12:15:00,16840.89,16844.13,16827.07,16839.69,1835.438
2023-01-04 12:30:00,16839.69,16846.95,16810.0,16826.67,2226.83516
2023-01-04 12:45:00,16827.1,16829.18,16804.08,16812.19,2167.23304
2023-01-04 13:00:00,16812.57,16827.56,16808.55,16820.96,1787.62061
2023-01-04 13:15:00,16820.48,16837.34,16819.37,16825.72,1904.08424
2023-01-04 13:30:00,16825.72,16829.94,16821.26,16823.0,1413.54452
2023-01-04 13:45:00,16823.0,16831.47,16820.55,16828.2,1527.58731
2023-01-04 14:00:00,16828.4,16829.89,16802.16,16803.59,2190.20593
2023-01-04 14:15:00,16803.49,16821.97,16801.0,16816.54,1936.02973
2023-01-04 14:30:00,16816.2,16863.09,16795.24,16839.94,4953.27004
2023-01-04 14:45:00,16840.36,16847.1,16814.25,16830.12,2587.33584
2023-01-04 15:00:00,16830.12,16848.84,16765.3,16792.49,6048.86617
2023-01-04 15:15:00,16792.49,16819.13,16789.62,16818.27,2866.51047
2023-01-04 15:30:00,16818.64,16835.99,16805.02,16831.52,2710.38905
2023-01-04 15:45:00,16831.52,16858.51,16830.33,16854.05,2625.50602
2023-01-04 16:00:00,16853.55,16884.13,16829.0,16880.27,3056.15375
2023-01-04 16:15:00,16880.55,16897.0,16855.67,16866.91,2940.19581
2023-01-04 16:30:00,16866.37,16883.42,16847.47,16847.58,2291.35193
2023-01-04 16:45:00,16847.58,16868.81,16842.02,16858.85,2026.48908
2023-01-04 17:00:00,16858.85,16862.97,16849.5,16854.95,1451.5377
2023-01-04 17:15:00,16854.95,16878.99,16852.2,16874.88,1855.93684
2023-01-04 17:30:00,16874.77,16940.0,16874.62,16921.6,5012.3655
2023-01-04 17:45:00,16922.22,16940.0,16890.54,16893.24,2745.08577
